  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.1208021e-003  1.0576791e-003  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  6.1891393e-002  4.9664239e-002  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  2.3626946e-001  1.1370068e-001  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000
  1.1208021e-003  1.0576791e-003  0.0000000e+000  0.0000000e+000  4.4436148e-001  1.1233852e-001  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000
  6.0770591e-002  4.8606560e-002  0.0000000e+000  0.0000000e+000  5.4826841e-001  1.9247426e-002  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000
  1.7437807e-001  6.4036443e-002  0.0000000e+000  0.0000000e+000  5.3988739e-001 -3.8236078e-002  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000
  2.0921282e-001 -3.0447769e-004  1.1208021e-003  1.0576791e-003  5.8132875e-001  3.3048802e-004  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000
  1.6355672e-001 -4.5542218e-002  6.0770591e-002  4.8606560e-002  5.6163406e-001 -5.9790407e-002  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000
  9.7604961e-002 -4.9238271e-002  1.7437807e-001  6.4036443e-002  4.4184447e-001 -1.0745163e-001  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000
  4.5258711e-002 -3.5278702e-002  2.0922042e-001 -2.9730148e-004  3.9636639e-001 -3.8123590e-002  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000
  1.1796635e-002 -2.1032319e-002  1.9207468e-001 -1.9751075e-002  4.3079129e-001 -8.1444483e-004  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000
 -7.1996629e-003 -1.0906748e-002  2.3817810e-001  2.2653046e-002  4.1339194e-001 -3.9888840e-002  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000
 -1.6286240e-002 -4.2220468e-003  2.5441643e-001 -1.2262132e-002  4.2060286e-001 -1.0682797e-002  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000
 -1.8715858e-002  3.5970837e-005  1.9561907e-001 -5.6755603e-002  5.2343512e-001  4.8982807e-002  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000
 -1.7075942e-002  2.3890154e-003  1.1177281e-001 -6.2175920e-002  6.5259521e-001  4.8657721e-002  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000
 -1.3525445e-002  3.2479615e-003  4.4226540e-002 -4.4713001e-002  7.8012906e-001  4.1515975e-002  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000
