1,1,0,1,0
2,2,0,1,0
3,3,0,1,0
4,4,0,1,0
5,5,0,1,0
6,6,0,1,0
7,7,0,1,0
8,8,0,1,0
9,9,0,1,0
10,10,0,1,0
11,11,0,1,0
12,12,0,1,0
13,13,0,1,0
14,14,0,1,0
15,15,0,1,0
16,16,0,1,0
17,17,0,1,0
18,18,0,1,0
19,19,0,1,0
20,20,0,1,0
21,21,0,1,0
22,22,0,1,0
23,23,0,1,0
24,24,0,1,0
25,25,0,1,0
26,26,0,1,0
27,27,0,1,0
28,28,0,1,0
29,29,0,1,0
30,30,0,1,0
31,31,0,1,0
32,32,0,1,0
33,33,0,1,0
34,34,0,1,0
35,35,0,1,0
36,36,0,1,0
37,37,0,1,0
38,38,0,1,0
39,39,0,1,0
40,40,0,1,0
41,41,0,1,0
42,42,0,1,0
43,43,0,1,0
44,44,0,1,0
45,45,0,1,0
46,46,0,1,0
47,47,0,1,0
48,48,0,1,0
49,49,0,1,0
50,50,0,1,0
51,51,0,1,0
52,52,0,1,0
53,53,0,1,0
54,54,0,1,0
55,55,0,1,0
56,56,0,1,0
57,57,0,1,0
58,58,0,1,0
59,59,0,1,0
60,60,0,1,0
61,61,0,1,0
62,62,0,1,0
63,63,0,1,0
64,64,0,1,0
65,65,0,1,0
66,66,0,1,0
67,67,0,1,0
68,68,0,1,0
69,69,0,1,0
70,70,0,1,0
71,71,0,1,0
72,72,0,1,0
73,73,0,1,0
74,74,0,1,0
75,75,0,1,0
76,76,0,1,0
77,77,0,1,0
78,78,0,1,0
79,79,0,1,0
80,80,0,1,0
81,81,0,1,0
82,82,0,1,0
83,83,0,1,0
84,84,0,1,0
85,85,0,1,0
86,86,0,1,0
87,87,0,1,0
88,88,0,1,0
89,89,0,1,0
90,90,0,1,0
91,91,0,1,0
92,92,0,1,0
93,93,0,1,0
94,94,0,1,0
95,95,0,1,0
96,96,0,1,0
97,97,0,1,0
98,98,0,1,0
99,99,0,1,0
100,100,0,1,0
101,101,0,1,0
102,102,0,1,0
103,103,0,1,0
104,104,0,1,0
105,105,0,1,0
106,106,1,2,1
107,107,2,2,1
108,108,3,2,2
109,109,3,2,2
110,110,3,2,2
111,111,4,2,2
112,112,4,2,2
113,113,5,2,3
114,114,5,2,3
115,115,5,2,3
116,116,5,2,3
117,117,6,2,3
118,118,6,2,3
119,119,6,2,3
120,120,6,2,3
121,121,6,2,3
122,122,6,2,3
123,123,6,2,3
124,124,7,2,4
125,125,7,2,4
126,126,7,2,4
127,127,7,2,4
128,128,7,2,4
129,129,7,2,4
130,130,7,2,4
131,131,7,2,4
132,132,7,2,4
133,133,8,2,6
134,134,8,2,6
135,135,8,2,6
136,136,8,2,6
137,137,8,2,6
138,138,8,2,6
139,139,8,2,6
140,140,8,2,6
141,141,8,2,6
142,142,8,2,6
143,143,8,2,6
144,144,8,2,6
145,145,8,2,6
146,146,8,2,6
147,147,8,2,6
148,148,9,2,5
149,149,9,2,5
150,150,10,2,5
151,151,11,2,6
152,152,11,2,6
153,153,11,2,6
154,154,12,2,6
155,155,12,2,6
156,156,12,2,6
157,157,12,2,6
158,158,12,2,6
159,159,12,2,6
160,160,12,2,6
161,161,12,2,6
162,162,12,2,6
163,163,12,2,6
164,164,13,2,6
165,165,13,2,6
166,166,13,2,6
167,167,13,2,6
168,168,13,2,6
169,169,13,2,6
170,170,13,2,6
171,171,13,2,6
172,172,13,2,6
173,173,13,2,6
174,174,13,2,6
175,175,13,2,6
176,176,14,2,7
177,177,14,2,7
178,178,14,2,7
179,179,14,2,7
180,180,14,2,7
181,181,15,2,7
182,182,15,2,7
183,183,15,2,7
184,184,15,2,7
185,185,15,2,7
186,186,15,2,7
187,187,16,2,7
188,188,16,2,7
189,189,16,2,7
190,190,16,2,7
191,191,16,2,7
192,192,16,2,7
193,193,16,2,7
194,194,16,2,7
195,195,16,2,7
196,196,16,2,7
197,197,17,2,7
198,198,17,2,7
199,199,17,2,7
200,200,17,2,7
201,201,17,2,7
202,202,17,2,7
203,203,17,2,7
204,204,17,2,7
205,205,17,2,7
206,206,3,3,0
207,207,3,3,0
208,208,4,3,0
209,209,4,3,0
210,210,4,3,0
211,211,13,3,0
212,212,7,3,0
213,213,7,3,0
214,214,8,3,0
215,215,8,3,0
216,216,9,3,0
217,217,9,3,0
218,218,10,3,0
219,219,10,3,0
220,220,12,3,0
221,221,12,3,0
222,222,13,3,0
223,223,13,3,0
224,224,16,3,0
225,225,16,3,0
226,226,17,3,0
227,227,17,3,0
228,228,2,4,0
229,229,2,4,0
230,230,2,4,0
231,231,4,4,0
232,232,2,4,0
233,233,4,4,0
234,234,3,4,0
235,235,3,4,0
236,236,3,4,0
237,237,3,4,0
238,238,4,4,0
239,239,4,4,0
240,240,4,4,0
241,241,5,4,0
242,242,6,4,0
243,243,6,4,0
244,244,6,4,0
245,245,6,4,0
246,246,6,4,0
247,247,7,4,0
248,248,7,4,0
249,249,7,4,0
250,250,8,4,0
251,251,8,4,0
252,252,8,4,0
253,253,8,4,0
254,254,9,4,0
255,256,9,4,0
256,257,9,4,0
257,258,14,4,0
258,259,10,4,0
259,260,10,4,0
260,261,10,4,0
261,262,10,4,0
262,263,11,4,0
263,264,11,4,0
264,265,11,4,0
265,266,11,4,0
266,267,11,4,0
267,268,12,4,0
268,269,12,4,0
269,270,12,4,0
270,271,12,4,0
271,272,13,4,0
272,274,13,4,0
273,275,13,4,0
274,276,14,4,0
275,277,15,4,0
276,278,15,4,0
277,279,15,4,0
278,280,15,4,0
279,281,16,4,0
280,282,16,4,0
281,283,16,4,0
282,284,16,4,0
283,285,16,4,0
284,286,16,4,0
285,287,17,4,0
286,288,17,4,0
